wid,state,county,population,watertype,health,reporting,length,analytics,lead,e_coli,coliform,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,unknown/old
MO2010165,MO,SHELBY,813,Surface water purchased,2,1,70.66666667,93,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0
MO2010169,MO,PIKE,442,Ground water,0,1,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO2010201,MO,PIKE,255,Surface water purchased,0,5,53.6,0,0,0,3,0,0,0,0,1,2,0,0,0,2,0,0
MO2010215,MO,CARROLL,125,Ground water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO2010224,MO,SCHUYLER,335,Surface water purchased,1,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO2010238,MO,KNOX,1153,Surface water purchased,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO2010268,MO,AUDRAIN,450,Surface water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO2010271,MO,HOWARD,2800,Surface water,3,2,66.4,89.76,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0
MO2010288,MO,PIKE,323,Surface water purchased,0,2,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
MO2010300,MO,GRUNDY,253,Surface water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO2010305,MO,SALINE,125,Ground water purchased,0,5,29.75,0,1,0,4,0,1,1,2,0,1,0,0,0,0,0,0
MO2010308,MO,HOWARD,1103,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO2010312,MO,SCHUYLER,195,Surface water purchased,0,2,30,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
MO2010329,MO,SULLIVAN,671,Surface water purchased,0,1,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO2010338,MO,CARROLL,480,Ground water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO2010344,MO,MARION,17456,Surface water,14,0,90.42857143,105.3957143,0,0,0,0,0,0,0,0,2,4,3,2,3,0,0
MO2010362,MO,RANDOLPH,529,Surface water purchased,1,9,35.88888889,100,1,0,8,0,3,2,0,0,1,0,1,1,1,0,1
MO2010393,MO,RANDOLPH,1563,Surface water purchased,0,1,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MO2010414,MO,CLARK,2165,Ground water,0,2,30,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
MO2010420,MO,CHARITON,450,Ground water,5,5,28.9,0,0,0,8,1,1,1,1,1,1,3,0,0,1,0,0
MO2010429,MO,ADAIR,17304,Surface water,1,1,30,3.65,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
MO2010436,MO,LEWIS,660,Surface water purchased,0,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO2010437,MO,LINN,345,Surface water purchased,0,4,30,0,0,0,4,1,0,0,0,0,0,1,0,2,0,0,0
MO2010438,MO,AUDRAIN,511,Ground water,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MO2010440,MO,LEWIS,1102,Ground water,0,6,60.25,0,2,0,2,0,1,1,0,1,1,0,0,0,2,0,0
MO2010450,MO,SCHUYLER,728,Surface water purchased,0,1,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO2010451,MO,MACON,1366,Surface water purchased,0,1,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO2010452,MO,GRUNDY,240,Ground water purchased,3,1,75,84.63333333,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0
MO2010463,MO,LEWIS,580,Surface water purchased,0,2,29.5,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
MO2010472,MO,LINN,278,Ground water purchased,0,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MO2010479,MO,PIKE,3781,Surface water,10,1,85,83.901,0,0,1,0,0,0,0,3,2,1,2,0,3,0,0
MO2010497,MO,LINN,2500,Surface water,8,2,90.5,72.5625,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0
MO2010502,MO,SALINE,13065,Ground water,4,0,91,86.165,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
MO2010513,MO,SCOTLAND,1822,Surface water,4,0,90.5,73.0675,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
MO2010514,MO,CHARITON,207,Surface water purchased,0,3,30,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0
MO2010515,MO,MERCER,318,Ground water purchased,0,4,29.66666667,0,1,0,3,0,0,2,0,0,1,1,0,0,0,0,0
MO2010520,MO,SALINE,140,Ground water purchased,0,4,28.33333333,0,1,0,3,0,0,0,0,0,0,2,0,2,0,0,0
MO2010523,MO,SULLIVAN,1960,Surface water purchased,0,1,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO2010533,MO,RANDOLPH,13974,Surface water,8,0,75.5,70.66833333,0,0,2,0,0,5,0,0,0,1,0,0,2,0,0
MO2010538,MO,MONROE,2443,Surface water,2,0,90.5,65.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MO2010566,MO,HOWARD,1089,Ground water,4,3,64.42857143,84.2375,0,0,3,0,0,1,0,0,0,0,0,3,3,0,0
MO2010569,MO,RALLS,975,Surface water purchased,0,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO2010574,MO,SULLIVAN,183,Surface water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO2010578,MO,CARROLL,708,Ground water,1,7,29.4,0,3,0,4,0,1,1,0,0,2,2,0,1,1,0,0
MO2010587,MO,ADAIR,550,Surface water purchased,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MO2010624,MO,MONROE,1250,Surface water purchased,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO2010664,MO,MERCER,1166,Ground water,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MO2010722,MO,CHARITON,1620,Ground water,1,1,59.5,81,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
MO2010736,MO,SHELBY,1704,Surface water,4,1,90.25,73.515,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0
MO2010745,MO,SALINE,1856,Ground water,3,2,65.8,84.45333333,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0
MO2010753,MO,GRUNDY,315,Surface water purchased,4,11,72.85714286,110.375,1,0,4,0,0,1,1,0,1,1,0,0,11,0,0
MO2010796,MO,GRUNDY,6001,Surface water,19,1,87.3,89.22263158,0,0,0,0,1,2,2,4,4,4,2,0,1,0,0
MO2010804,MO,PUTNAM,1865,Surface water,2,3,91,77.5,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0
MO2010812,MO,AUDRAIN,2529,Surface water,28,0,90.35714286,95.38714286,0,0,0,0,0,0,7,1,3,5,2,4,6,0,0
MO2010857,MO,LIVINGSTON,284,Ground water purchased,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MO2010875,MO,CLARK,227,Ground water purchased,6,25,45.7,117.0466667,1,0,6,0,3,15,10,0,1,1,1,0,0,0,0
MO2010881,MO,MACON,762,Surface water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO2010882,MO,RANDOLPH,300,Ground water purchased,0,4,29,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0
MO2024105,MO,CARROLL,2980,Ground water,0,1,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO2024128,MO,LINN,5913,Surface water purchased,2,1,70.33333333,85.165,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0
MO2024138,MO,CLARK,7140,Ground water,0,3,1095,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MO2024237,MO,GRUNDY,3710,Surface water purchased,4,0,90.25,100.945,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
MO2024259,MO,HOWARD,2100,Ground water,0,1,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO2024313,MO,KNOX,4298,Surface water purchased,1,1,29,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
MO2024346,MO,LINN,1620,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO2024350,MO,LIVINGSTON,1350,Ground water,1,1,91,83,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MO2024352,MO,LIVINGSTON,1320,Ground water purchased,0,7,77.42857143,0,0,0,6,1,0,1,1,1,0,0,3,0,0,0,0
MO2024353,MO,LIVINGSTON,2053,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MO2024363,MO,MACON,11606,Surface water purchased,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MO2024382,MO,HARRISONMERCER,3195,Surface water purchased,2,2,75.25,83,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0
MO2024402,MO,AUDRAINMONROEMONTGOMERY,6677,Surface water purchased,1,2,29.66666667,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0
MO2024471,MO,PIKE,6655,Surface water purchased,0,1,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MO2024495,MO,PUTNAM,2997,Surface water purchased,2,0,91,137,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MO2024499,MO,RALLS,6755,Surface water purchased,0,1,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO2024556,MO,SALINE,870,Ground water purchased,1,0,91,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MO2024557,MO,SALINE,2673,Ground water purchased,0,1,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO2024594,MO,SULLIVAN,4327,Surface water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO2036165,MO,PUTNAM,400,Surface water purchased,4,2,78.2,96,1,0,1,0,0,0,0,0,0,0,1,0,4,0,1
MO2041558,MO,CALLAWAY,285,Ground water purchased,0,5,29,0,1,0,4,0,0,2,0,0,0,0,0,1,2,0,0
MO2041563,MO,BOONE,275,Ground water purchased,0,10,43.33333333,0,1,0,7,0,5,2,0,0,1,0,0,0,2,0,0
MO2041594,MO,OSAGE,75,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO2070133,MO,SCHUYLER,120,Surface water purchased,0,6,29,0,0,0,6,0,1,0,1,4,0,0,0,0,0,0,0
MO3010033,MO,BOONE,3707,Ground water,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO3010039,MO,CALLAWAY,983,Ground water,0,1,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MO3010047,MO,MORGAN,250,Ground water,5,4,29.57142857,0,1,1,7,0,0,0,1,0,3,0,0,0,5,0,0
MO3010054,MO,MARIESOSAGE,1545,Ground water,4,2,29.16666667,0,0,0,6,0,1,0,1,2,0,1,1,0,0,0,0
MO3010075,MO,COOPER,205,Ground water purchased,0,4,28.66666667,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,1
MO3010089,MO,COOPER,8319,Surface water,2,0,91,84.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MO3010115,MO,COOPER,359,Ground water,3,38,889.5,0,1,0,7,0,0,0,4,2,0,1,0,0,2,0,32
MO3010124,MO,MONITEAU,4278,Ground water,1,3,30,0,0,1,2,0,0,1,0,2,0,0,1,0,0,0,0
MO3010130,MO,CAMDEN,3718,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO3010155,MO,OSAGE,395,Ground water,0,1,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO3010166,MO,MONITEAU,334,Ground water,0,2,29.5,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
MO3010180,MO,BENTON,1150,Ground water,1,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MO3010181,MO,BOONE,100733,Ground water,3,0,90.33333333,85.82,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
MO3010196,MO,PULASKI,1011,Ground water,4,32,975.6944444,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,32
MO3010219,MO,PULASKI,1500,Ground water,6,34,902.9487179,0,0,1,7,2,0,0,0,0,0,1,0,0,5,0,32
MO3010240,MO,MILLER,4895,Ground water,2,0,28,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
MO3010257,MO,COLE,220,Ground water,1,1,29.5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MO3010291,MO,OSAGE,437,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MO3010332,MO,PETTIS,460,Ground water,1,1,29.5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MO3010340,MO,BOONE,1300,Ground water purchased,0,2,30,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
MO3010384,MO,PETTIS,291,Ground water,0,2,30,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
MO3010386,MO,PETTIS,158,Ground water,3,1,29.66666667,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0
MO3010396,MO,MILLER,736,Ground water,0,3,30,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0
MO3010400,MO,BENTON,105,Ground water,6,0,29.83333333,0,0,0,6,1,1,1,0,0,1,1,0,1,0,0,0
MO3010424,MO,CALLAWAY,128,Ground water,2,0,29.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
MO3010441,MO,MILLER,1583,Ground water,7,4,29.5,0,0,0,10,4,0,0,0,1,1,2,1,1,1,0,0
MO3010469,MO,BENTON,1100,Ground water,1,1,29.5,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
MO3010470,MO,OSAGE,1459,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO3010535,MO,CALLAWAY,186,Ground water,4,14,410.7647059,0,1,0,14,0,0,3,1,2,0,1,4,4,2,0,1
MO3010642,MO,COOPER,768,Ground water,2,0,30,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
MO3010660,MO,COOPER,280,Ground water,0,4,91,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MO3010684,MO,PULASKI,1863,Ground water,2,3,96.2,0,0,0,4,0,0,0,1,1,2,0,0,0,1,0,0
MO3010709,MO,MILLER,575,Ground water,3,2,29.5,0,0,0,4,1,0,0,0,1,1,2,0,0,0,0,0
MO3010712,MO,PHELPS,4216,Ground water,3,0,30,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0
MO3010720,MO,PULASKI,4340,Ground water,6,0,29.33333333,0,0,0,6,2,2,0,0,0,0,0,0,1,1,0,0
MO3010728,MO,PETTIS,21400,Ground water,0,1,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MO3010746,MO,PETTIS,480,Ground water,0,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MO3010767,MO,MORGAN,1623,Ground water,7,0,29.57142857,0,0,0,7,0,2,1,3,1,0,0,0,0,0,0,0
MO3010791,MO,MONITEAU,3262,Ground water,4,2,29.6,0,0,1,5,0,0,4,0,0,0,0,0,0,2,0,0
MO3010819,MO,MORGAN,3000,Ground water,2,0,29.5,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
MO3010822,MO,MARIES,610,Ground water,8,3,87.1,4.42775,1,0,5,0,2,1,4,0,0,3,1,0,0,0,0
MO3010831,MO,COLE,1506,Ground water,3,2,29.2,0,0,0,5,0,0,2,1,1,0,1,0,0,0,0,0
MO3010835,MO,BENTON,2127,Ground water,1,3,29.66666667,0,0,1,3,0,0,0,2,1,0,0,0,0,1,0,0
MO3010841,MO,PULASKI,6080,Ground water,2,2,29.66666667,0,0,1,3,0,0,0,1,0,0,0,0,1,2,0,0
MO3010887,MO,PHELPS,424,Ground water,1,0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO3011121,MO,MONTGOMERY,170,Ground water,12,5,29.64705882,0,0,0,17,1,0,1,0,2,0,2,4,4,3,0,0
MO3011367,MO,CAMDEN,2611,Ground water,0,1,29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO3021138,MO,MARIES,375,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MO3021236,MO,MARIES,175,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO3021326,MO,MONTGOMERY,300,Ground water purchased,0,2,29.5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MO3021332,MO,JOHNSONPETTISSALINE,1263,Surface water purchased,5,1,49.83333333,99,0,0,4,0,2,1,1,0,0,0,0,0,2,0,0
MO3024055,MO,BOONE,21500,Ground water,3,0,30,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
MO3024059,MO,BOONE,4625,Ground water,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO3024084,MO,CALLAWAY,9840,Ground water,1,0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO3024090,MO,CAMDEN,1165,Ground water,2,7,29.25,0,1,0,8,0,1,0,0,4,1,0,0,1,2,0,0
MO3024091,MO,CAMDEN,1400,Ground water,1,0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO3024160,MO,COLE,12600,Ground water,1,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO3024162,MO,COLE,1875,Ground water,0,3,91,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MO3024164,MO,COLE,260,Ground water,4,1,29.4,0,0,0,5,0,0,1,0,1,0,1,2,0,0,0,0
MO3024169,MO,COOPER,562,Ground water,0,2,29,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
MO3024170,MO,COOPER,2451,Surface water purchased,3,3,60.5,90.5,2,0,2,0,0,0,0,1,3,0,0,0,2,0,0
MO3024395,MO,MONITEAUMORGAN,203,Ground water,6,3,29.42857143,0,2,0,7,0,1,0,0,1,2,1,2,0,1,0,1
MO3024396,MO,MONITEAU,1325,Ground water,1,7,29.66666667,0,1,0,6,5,0,1,0,0,0,0,1,0,1,0,0
MO3024413,MO,MORGAN,958,Ground water,4,0,29.25,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0
MO3024439,MO,OSAGE,1125,Ground water,5,1,29.83333333,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0
MO3024440,MO,MARIESOSAGE,358,Ground water,0,6,30,0,2,0,4,0,0,0,1,1,2,0,1,1,0,0,0
MO3024441,MO,OSAGE,468,Ground water,2,0,29.5,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
MO3024465,MO,PHELPS,800,Ground water,1,1,29.5,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0
MO3024466,MO,PHELPS,523,Ground water,0,4,91,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MO3024490,MO,PULASKI,4500,Ground water,3,1,29.25,0,0,0,4,0,2,0,0,1,0,0,1,0,0,0,0
MO3024491,MO,PULASKI,7697,Ground water,3,0,29.66666667,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0
MO3024492,MO,PULASKI,1098,Ground water,2,2,29.25,0,0,0,4,0,0,1,0,0,0,1,0,1,1,0,0
MO3031089,MO,CAMDEN,200,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MO3031118,MO,PHELPS,200,Ground water,0,4,29,0,0,0,4,0,1,0,0,0,0,0,1,1,1,0,0
MO3031133,MO,CAMDEN,125,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MO3031167,MO,GASCONADE,50,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MO3031207,MO,CAMDEN,50,Ground water,1,1,30,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
MO3031208,MO,CAMDEN,75,Ground water,4,2,30,0,0,2,4,0,0,0,0,0,0,2,1,0,3,0,0
MO3031211,MO,PHELPS,66,Ground water,6,2,29.125,0,0,0,8,4,0,3,0,0,0,1,0,0,0,0,0
MO3031220,MO,CAMDEN,435,Ground water,3,3,141.3333333,0,0,0,4,0,1,2,2,1,0,0,0,0,0,0,0
MO3031242,MO,CAMDEN,65,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO3031246,MO,MARIES,29,Ground water,6,5,29.8,0,1,0,10,5,0,1,0,1,0,1,2,0,0,0,1
MO3031257,MO,CAMDEN,100,Ground water,0,1,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO3031267,MO,CAMDEN,175,Ground water,0,2,29,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
MO3031279,MO,CAMDEN,75,Ground water,0,1,364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO3031280,MO,CAMDEN,75,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO3031293,MO,GASCONADE,170,Ground water,2,1,29.66666667,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0
MO3031299,MO,CAMDEN,50,Ground water,1,8,70.625,0,1,0,7,3,1,1,0,1,2,0,0,0,1,0,0
MO3031301,MO,COLE,60,Ground water,8,1,29.66666667,0,0,0,9,0,2,0,4,1,2,0,0,0,0,0,0
MO3031317,MO,GASCONADE,27,Ground water,5,7,96,0,0,2,8,0,3,0,6,0,3,0,0,0,0,0,0
MO3031321,MO,BENTON,105,Ground water,0,2,196.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
MO3031322,MO,BENTON,480,Ground water,0,4,60.5,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0
MO3031338,MO,MORGAN,133,Ground water,2,1,29.5,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0
MO3031358,MO,MORGAN,1200,Ground water,15,3,29.52941176,0,0,1,17,2,4,2,0,0,0,1,2,3,4,0,0
MO3031364,MO,BENTON,120,Ground water,5,5,75,0,0,0,7,0,3,0,2,0,0,0,2,3,0,0,0
MO3031365,MO,MORGAN,300,Ground water,2,0,30,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
MO3031366,MO,BENTON,170,Ground water,3,179,312.9171271,0,1,0,68,57,15,22,25,15,12,2,0,0,1,0,33
MO3031381,MO,MILLER,25,Ground water,4,3,29.5,0,1,0,6,0,0,0,0,0,2,1,0,2,2,0,0
MO3031383,MO,CAMDEN,485,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO3036043,MO,MONITEAU,125,Ground water,0,5,141,0,2,0,2,0,2,2,1,0,0,0,0,0,0,0,0
MO3036050,MO,CAMDEN,2500,Ground water,0,2,30,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
MO3036065,MO,PETTIS,144,Ground water,2,4,29,0,1,0,5,0,0,2,0,1,0,1,1,1,0,0,0
MO3036066,MO,PETTIS,35,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO3036078,MO,CAMDEN,134,Ground water,0,3,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0
MO3036099,MO,PETTIS,40,Ground water,0,3,29.33333333,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0
MO3036103,MO,CAMDEN,100,Ground water,0,2,29.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
MO3036105,MO,PETTIS,160,Ground water,2,2,30,0,1,0,3,0,1,0,0,1,0,1,0,0,1,0,0
MO3036122,MO,PULASKI,200,Ground water,0,2,30,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
MO3036123,MO,BENTON,200,Ground water,17,1,29.41176471,0,1,0,17,0,0,0,3,4,0,0,7,3,0,0,1
MO3036127,MO,BENTON,304,Ground water,1,3,30,0,1,0,3,1,0,0,0,0,1,0,0,0,2,0,0
MO3036131,MO,PETTIS,1542,Ground water,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MO3036133,MO,BENTON,123,Ground water,6,1,29.42857143,0,0,0,7,0,0,0,1,0,0,0,5,0,1,0,0
MO3036151,MO,PHELPS,150,Ground water,1,10,63.1,0,1,0,9,0,1,7,0,1,0,0,1,1,0,0,0
MO3036153,MO,BOONE,450,Ground water,1,4,29.5,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,0
MO3036166,MO,BENTON,240,Ground water,0,3,29.5,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1
MO3036179,MO,PETTIS,216,Ground water,0,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO3036234,MO,PETTIS,60,Ground water,1,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO3036354,MO,CAMDEN,150,Ground water,0,2,29,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MO3040761,MO,BENTON,40,Ground water,6,11,48.5,0,1,0,11,0,5,3,1,4,3,0,0,0,0,0,1
MO3041122,MO,CAMDEN,40,Ground water,1,35,40.29032258,0,1,1,30,1,0,0,3,2,3,2,2,9,14,0,0
MO3041171,MO,MORGAN,45,Ground water,0,2,29,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
MO3041238,MO,CALLAWAY,70,Ground water,2,5,29.4,0,1,1,5,1,1,0,1,0,2,1,1,0,0,0,0
MO3041361,MO,BENTON,40,Ground water,7,6,29.61538462,0,0,0,13,2,1,1,0,3,0,0,4,0,2,0,0
MO3048033,MO,BOONE,240,Ground water purchased,0,5,30,0,4,0,1,0,0,0,1,1,1,1,1,0,0,0,0
MO3048043,MO,BENTON,47,Ground water,4,8,29.44444444,0,2,1,9,0,0,0,3,3,2,2,0,1,0,0,1
MO3048097,MO,MILLER,100,Ground water,10,4,29.69230769,0,1,0,13,1,3,0,0,0,3,1,5,0,1,0,0
MO3048122,MO,PHELPS,48,Ground water,0,2,29,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
MO3048123,MO,PHELPS,100,Ground water,10,12,29.42857143,0,0,1,21,1,1,3,0,0,5,4,6,1,1,0,0
MO3048124,MO,PHELPS,90,Ground water,1,1,29,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
MO3048125,MO,PHELPS,60,Ground water,2,0,30,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
MO3048127,MO,PHELPS,195,Ground water,5,10,29.57142857,0,0,1,14,0,0,0,3,3,0,2,3,1,3,0,0
MO3048141,MO,CAMDEN,75,Ground water,0,8,29.625,0,0,0,8,0,2,1,3,2,0,0,0,0,0,0,0
MO3048243,MO,MILLER,30,Ground water,7,1,29.71428571,0,1,0,7,0,0,4,0,2,2,0,0,0,0,0,0
MO3048254,MO,PETTIS,72,Ground water,8,18,354.1904762,0,1,2,17,0,3,4,4,3,2,1,0,1,8,0,0
MO3048277,MO,MILLER,120,Ground water,0,9,29.33333333,0,0,0,9,2,1,0,1,1,2,2,0,0,0,0,0
MO3048289,MO,PETTIS,35,Ground water,0,7,29.66666667,0,1,0,6,2,1,2,0,0,1,0,0,1,0,0,0
MO3048994,MO,CALLAWAY,45,Ground water,14,0,197,5.927142857,0,0,7,2,4,2,0,0,0,1,3,0,2,0,0
MO3060800,MO,PHELPS,28,Ground water,0,3,29.66666667,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0
