wid,state,county,population,watertype,health,reporting,length,analytics,lead,e_coli,coliform,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,unknown/old
VT0005076,VT,CHITTENDEN,120,Ground water,4,8,29.1,0,2,0,10,2,0,0,2,3,1,2,2,0,0,0,0
VT0005078,VT,CHITTENDEN,40,Ground water,4,23,81.81481481,0,0,0,4,2,0,21,1,0,0,0,0,1,2,0,0
VT0005083,VT,CHITTENDEN,260,Surface water purchased,0,8,82,0,1,0,1,0,0,0,0,0,2,3,0,0,2,0,1
VT0005084,VT,CHITTENDEN,1000,Ground water,2,0,30,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
VT0005086,VT,CHITTENDEN,388,Ground water,1,19,59.95,0,0,0,10,0,0,4,0,5,4,0,4,1,2,0,0
VT0005089,VT,CHITTENDEN,50,Surface water purchased,0,6,91,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
VT0005090,VT,CHITTENDEN,250,Ground water,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VT0005093,VT,CHITTENDEN,42,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VT0005094,VT,CHITTENDEN,72,Ground water,4,1,90.25,16.65,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0
VT0005095,VT,CHITTENDEN,420,Ground water,4,2,90.4,10.425,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1
VT0005096,VT,CHITTENDEN,825,Ground water,1,3,59.5,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0
VT0005100,VT,CHITTENDEN,212,Ground water,0,3,161,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
VT0005104,VT,ESSEX,50,Ground water,5,6,36.33333333,0,2,0,8,0,1,6,1,0,0,0,1,0,1,0,1
VT0005105,VT,ESSEX,1782,Surface water,0,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
VT0005106,VT,ESSEX,970,Ground water,0,34,103.4411765,0,0,0,2,3,0,2,0,0,27,0,0,0,2,0,0
VT0005107,VT,ESSEX,350,Ground water,0,6,66.2,0,1,0,2,0,0,2,0,0,0,1,0,0,3,0,0
VT0005110,VT,ESSEX,150,Ground water,1,10,83.54545455,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0
VT0005111,VT,ESSEX,136,Ground water purchased,0,23,87.56521739,0,0,0,10,2,5,6,4,0,0,0,2,2,2,0,0
VT0005112,VT,ESSEX,250,Ground water,4,16,742.5555556,0,2,0,5,4,2,1,0,0,1,0,0,0,0,0,12
VT0005113,VT,ESSEX,400,Ground water,0,3,91,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
VT0005114,VT,FRANKLIN,446,Ground water,0,2,30,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0
VT0005115,VT,FRANKLIN,184,Groundwater under influence of surface water,1,30,90.17241379,0,1,0,0,0,0,1,0,4,2,0,0,24,0,0,0
VT0005118,VT,FRANKLIN,100,Ground water,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VT0005119,VT,FRANKLIN,184,Ground water,0,23,91,0,1,0,0,0,21,0,2,0,0,0,0,0,0,0,0
VT0005120,VT,FRANKLIN,400,Ground water,4,45,83.14893617,0,2,0,5,0,0,22,0,0,0,2,0,23,2,0,0
VT0005121,VT,FRANKLIN,460,Ground water,1,0,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VT0005125,VT,FRANKLIN,530,Ground water,1,7,67.5,0,0,0,3,0,0,0,0,2,4,2,0,0,0,0,0
VT0005126,VT,FRANKLIN,1700,Surface water,4,48,90.92,0.064,2,0,0,2,4,0,2,0,42,0,0,0,2,0,0
VT0005127,VT,FRANKLIN,480,Ground water,0,3,91,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0
VT0005130,VT,FRANKLIN,9956,Surface water,0,7,90.85714286,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0
VT0005132,VT,FRANKLIN,2986,Surface water,2,0,91,0.073,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
VT0005133,VT,FRANKLIN,45,Ground water,0,1,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VT0005134,VT,FRANKLIN,81,Ground water,0,6,80.33333333,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0
VT0005136,VT,GRAND ISLE,576,Surface water,1,8,77.22222222,0.063,0,0,2,1,0,0,0,0,2,2,2,0,2,0,0
VT0005137,VT,GRAND ISLE,87,Surface water,9,5,73.07142857,0.105875,0,0,2,5,6,1,0,0,2,0,0,0,0,0,0
VT0005139,VT,GRAND ISLE,1063,Surface water,0,3,30,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0
VT0005150,VT,LAMOILLE,700,Ground water,0,7,78.4,0,1,0,1,0,0,0,0,1,0,0,1,0,5,0,0
VT0005151,VT,LAMOILLE,2960,Surface water,0,3,90.66666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
VT0005152,VT,LAMOILLE,32,Ground water,2,11,148,0,4,0,7,1,0,1,1,0,0,0,3,2,2,0,3
VT0005153,VT,LAMOILLE,275,Ground water,4,8,38.42857143,0,4,1,6,0,1,1,2,0,0,0,3,2,1,0,2
VT0005154,VT,LAMOILLE,462,Ground water,0,2,364,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
VT0005155,VT,LAMOILLE,75,Ground water,0,62,89.01612903,0,0,0,2,0,0,1,0,0,25,0,0,36,0,0,0
VT0005156,VT,LAMOILLE,1350,Ground water,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
VT0005158,VT,LAMOILLE,150,Ground water,2,6,64.42857143,0,0,0,3,0,1,0,0,0,1,2,4,0,0,0,0
VT0005159,VT,LAMOILLE,56,Ground water,6,13,56.88888889,0,1,0,10,2,1,4,3,2,5,0,0,0,2,0,0
VT0005160,VT,LAMOILLE,2935,Ground water,0,5,128.75,0,1,0,2,2,0,0,1,0,0,2,0,0,0,0,0
VT0005162,VT,LAMOILLE,139,Ground water,1,45,88.19565217,0,0,0,2,0,3,5,1,0,0,0,35,1,1,0,0
VT0005163,VT,LAMOILLE,3250,Ground water,0,3,547.3333333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
VT0005165,VT,LAMOILLE,240,Ground water,0,5,59.5,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,3
VT0005168,VT,LAMOILLE,86,Ground water,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
VT0005169,VT,LAMOILLE,84,Ground water,0,5,59.5,0,1,0,2,1,0,0,0,2,0,0,1,0,0,0,1
VT0005170,VT,ORANGE,1512,Ground water,3,3,39.5,0,0,0,5,3,0,0,1,0,0,0,2,0,0,0,0
VT0005171,VT,ORANGE,252,Ground water,1,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VT0005174,VT,ORANGE,967,Ground water,2,2,60.25,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0
VT0005175,VT,ORANGE,480,Groundwater under influence of surface water,6,32,84.68421053,0.087166667,0,0,3,0,2,0,6,4,25,0,1,0,0,0,0
VT0005177,VT,ORANGE,1138,Ground water,0,3,70,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
VT0005179,VT,ORANGE,2700,Ground water,0,26,88.61538462,0,0,0,1,0,0,0,0,0,2,0,24,0,0,0,0
VT0005180,VT,ORANGE,45,Ground water,2,31,85.84848485,0,0,0,2,0,0,2,25,0,0,3,0,2,1,0,0
VT0005181,VT,ORANGE,115,Ground water,2,32,72.78787879,0,1,0,9,1,1,1,21,2,5,0,2,1,0,0,0
VT0005182,VT,ORANGE,61,Ground water,1,27,80.37037037,0,1,0,4,1,0,3,22,0,0,0,0,2,0,0,0
VT0005184,VT,ORANGE,250,Ground water,0,3,69.66666667,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
VT0005185,VT,ORANGE,170,Ground water,4,6,43,0,1,0,7,0,1,3,1,1,0,1,1,0,2,0,0
VT0005186,VT,ORANGE,985,Ground water,2,2,60.25,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0
VT0005188,VT,ORLEANS,200,Ground water,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VT0005189,VT,ORLEANS,950,Surface water,0,3,90,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2
VT0005190,VT,ORLEANS,846,Ground water,0,3,70.66666667,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
VT0005191,VT,ORLEANS,251,Ground water,4,18,67.23809524,0.0114,1,0,8,2,4,1,1,1,5,3,2,1,2,0,0
VT0005194,VT,ORLEANS,420,Ground water,1,12,44.83333333,0,1,0,9,3,3,2,0,0,0,0,1,2,2,0,0
VT0005195,VT,ORLEANS,1400,Surface water,0,2,59.5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
VT0005198,VT,ORLEANS,551,Ground water,3,20,56.92307692,0,5,4,7,1,0,0,1,2,0,2,9,3,1,0,4
VT0005199,VT,ORLEANS,71,Ground water,4,10,36,0,4,1,8,1,1,3,0,3,0,3,0,0,1,0,2
VT0005200,VT,ORLEANS,200,Ground water,1,2,29,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2
VT0005201,VT,ORLEANS,66,Ground water,0,7,364,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,5
VT0005202,VT,ORLEANS,4766,Ground water,5,3,82.75,0.0186,0,0,1,3,3,0,0,0,1,1,0,0,0,0,0
VT0005204,VT,ORLEANS,330,Ground water,0,16,71.125,0,0,0,5,1,1,2,10,2,0,0,0,0,0,0,0
VT0005205,VT,ORLEANS,860,Ground water,0,18,913.4117647,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,14
VT0005206,VT,ORLEANS,315,Ground water,15,1,90.3125,0.017266667,0,0,0,2,4,4,4,1,0,1,0,0,0,0,0
VT0005207,VT,ORLEANS,120,Ground water,1,69,415.75,0,7,0,4,1,3,32,8,2,0,0,0,1,0,0,23
VT0005208,VT,ORLEANS,250,Ground water,1,2,29.5,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1
VT0005211,VT,RUTLAND,3865,Ground water,0,2,29.5,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
VT0005212,VT,RUTLAND,1940,Ground water,5,3,45,0,0,0,6,1,0,0,0,1,1,1,1,3,0,0,0
VT0005213,VT,RUTLAND,129,Ground water,4,7,68.27272727,0,0,0,4,0,0,2,1,0,0,1,2,4,1,0,0
VT0005217,VT,RUTLAND,385,Ground water,1,3,29.66666667,0,0,1,3,1,0,0,0,1,0,0,1,1,0,0,0
VT0005218,VT,RUTLAND,3076,Surface water,2,4,70,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0
VT0005220,VT,RUTLAND,95,Ground water,1,0,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
VT0005221,VT,RUTLAND,34,Ground water,3,3,50.16666667,0,0,0,4,1,0,2,1,0,0,0,0,2,0,0,0
VT0005225,VT,RUTLAND,1652,Ground water,1,76,261.1973684,0,1,0,1,1,1,0,0,0,0,0,0,0,62,0,13
VT0005227,VT,RUTLAND,2400,Ground water,0,6,66.6,0,1,0,2,0,1,0,1,0,0,0,0,4,0,0,0
VT0005228,VT,RUTLAND,2000,Ground water,62,45,88.4953271,2.981983333,0,0,3,5,29,8,8,9,8,8,6,25,1,0,0
VT0005229,VT,RUTLAND,18500,Surface water,19,0,90.47368421,0.068473684,0,0,0,2,1,4,3,4,4,1,0,0,0,0,0
VT0005237,VT,RUTLAND,102,Ground water,1,32,869.2580645,0,2,0,5,2,4,0,1,1,0,0,0,1,0,0,24
VT0005238,VT,RUTLAND,89,Ground water,3,24,95.72727273,0,4,1,7,2,5,8,1,8,0,0,2,0,1,0,0
VT0005240,VT,RUTLAND,63,Ground water,21,12,69.53125,6.544444444,1,0,11,2,1,3,3,4,7,3,2,5,2,0,1
VT0005241,VT,RUTLAND,108,Ground water,0,5,29,0,0,0,5,0,0,1,1,0,0,1,0,0,2,0,0
VT0005242,VT,RUTLAND,956,Ground water,0,3,60.5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
VT0005243,VT,RUTLAND,63,Ground water,1,49,77.89130435,0,4,0,9,3,24,2,1,1,14,2,0,0,2,0,1
VT0005244,VT,RUTLAND,1913,Ground water,0,2,58,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
VT0005247,VT,WASHINGTON,367,Surface water,0,11,139,0,1,0,1,3,2,0,1,1,0,0,4,0,0,0,0
VT0005253,VT,WASHINGTON,35,Ground water,1,34,75.08571429,0,0,0,9,3,3,24,0,0,3,0,1,0,1,0,0
VT0005254,VT,WASHINGTON,14000,Surface water,1,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VT0005255,VT,WASHINGTON,139,Ground water,0,53,85.61538462,0,1,0,3,1,22,2,0,1,0,1,23,3,0,0,0
VT0005256,VT,WASHINGTON,70,Surface water purchased,0,10,90.22222222,0,1,0,0,0,0,4,1,0,0,0,3,1,1,0,0
VT0005258,VT,WASHINGTON,218,Ground water,0,5,29.66666667,0,2,0,3,0,1,0,1,0,0,0,0,1,0,0,2
VT0005261,VT,WASHINGTON,250,Ground water,1,3,60.5,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0
VT0005262,VT,WASHINGTON,200,Ground water,0,1,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VT0005264,VT,WASHINGTON,300,Ground water,0,4,59,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
VT0005268,VT,WASHINGTON,197,Ground water,2,2,29.33333333,0,1,0,3,0,1,0,0,0,0,0,0,1,1,0,1
VT0005269,VT,WASHINGTON,350,Ground water,11,32,83.125,35.648625,3,0,5,4,8,25,0,0,0,2,0,3,0,0,1
VT0005272,VT,WASHINGTON,8700,Surface water,1,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
VT0005280,VT,WASHINGTON,82,Ground water,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VT0005281,VT,WASHINGTON,2400,Surface water,1,14,81.21428571,0,1,0,2,2,1,2,0,0,0,0,5,4,1,0,0
VT0005282,VT,WASHINGTON,92,Ground water,0,4,90.25,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
VT0005283,VT,WASHINGTON,440,Ground water,0,3,90.66666667,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
VT0005284,VT,WASHINGTON,6003,Surface water,1,46,85.25531915,0,0,0,3,0,0,2,0,0,44,0,1,0,0,0,0
VT0005289,VT,WASHINGTON,350,Ground water,1,4,66,0,0,0,2,0,0,1,0,0,0,0,2,1,1,0,0
VT0005290,VT,WINDHAM,12200,Surface water,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
VT0005291,VT,WINDHAM,123,Ground water,0,115,93.44144144,0,4,0,4,2,3,25,4,3,49,0,0,24,4,0,1
VT0005294,VT,WINDHAM,308,Ground water,2,6,67.5,0,0,0,3,1,1,1,0,1,0,1,0,2,1,0,0
VT0005298,VT,WINDHAM,3700,Surface water,1,3,44,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0
VT0005303,VT,WINDHAM,305,Ground water,0,26,90.07692308,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0
VT0005304,VT,WINDHAM,63,Ground water,0,37,82.6969697,0,4,0,4,0,0,1,3,2,1,3,1,21,1,0,4
VT0005305,VT,WINDHAM,10040,Ground water,0,11,90.45454545,0,0,0,0,0,0,5,3,0,0,0,1,0,2,0,0
VT0005306,VT,WINDHAM,150,Ground water,0,5,78.8,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0
VT0005309,VT,WINDHAM,76,Ground water,2,0,29,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
VT0005310,VT,WINDHAM,1400,Surface water,0,5,90.33333333,0,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0
VT0005312,VT,WINDHAM,2580,Ground water,2,9,79.09090909,0,0,0,2,0,1,0,1,0,9,0,0,0,0,0,0
VT0005313,VT,WINDHAM,700,Ground water,2,0,29,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
VT0005314,VT,WINDSOR,50,Ground water,0,1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
VT0005315,VT,WINDSOR,915,Ground water,2,4,29.5,0,0,0,6,2,2,1,0,0,1,0,0,0,0,0,0
VT0005317,VT,WINDSOR,950,Ground water,1,2,30,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
VT0005318,VT,WINDSOR,1490,Ground water,1,26,80.18518519,0,0,0,4,0,3,0,1,0,0,0,0,22,1,0,0
VT0005320,VT,WINDSOR,2262,Ground water,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
VT0005322,VT,WINDSOR,262,Ground water,0,3,70,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
VT0005324,VT,WINDSOR,180,Ground water,9,4,90.41666667,9.901111111,1,0,0,0,0,0,0,0,2,2,2,4,3,0,0
VT0005325,VT,WINDSOR,540,Ground water,1,29,958.25,0,3,0,1,1,2,0,0,0,0,0,1,0,2,0,24
VT0005326,VT,WINDSOR,870,Ground water,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
VT0005327,VT,WINDSOR,60,Ground water,1,6,64,0,0,0,3,0,0,3,0,0,0,0,2,1,1,0,0
VT0005328,VT,WINDSOR,440,Ground water,0,3,30,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0
VT0005329,VT,WINDSOR,127,Ground water,1,5,30,0,0,1,5,0,0,0,0,0,0,0,1,0,5,0,0
VT0005330,VT,WINDSOR,1500,Surface water,0,8,81.71428571,0,1,0,1,0,1,0,2,0,0,2,0,0,2,0,1
VT0005331,VT,WINDSOR,60,Ground water,2,16,125.2142857,0,4,0,1,5,0,6,1,0,0,0,3,2,0,0,1
VT0005333,VT,WINDSOR,9800,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
VT0005335,VT,WINDSOR,88,Ground water,0,7,39.83333333,0,1,0,5,1,1,0,1,0,1,0,2,0,0,0,1
VT0005339,VT,WINDSOR,485,Ground water,0,1,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VT0005341,VT,WINDSOR,2350,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
VT0005342,VT,WINDSOR,42,Ground water,1,24,83.7826087,0,2,0,2,0,0,1,0,0,1,0,21,0,0,0,2
VT0005343,VT,WINDSOR,2473,Ground water,0,1,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VT0005344,VT,WASHINGTON,40,Ground water,1,3,70,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0
VT0005347,VT,RUTLAND,126,Ground water,0,3,272.6666667,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
VT0005353,VT,ORANGE,50,Ground water,1,4,70.66666667,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,2
VT0005357,VT,WINDSOR,75,Ground water,1,7,60.16666667,0,2,0,3,2,1,1,1,0,2,0,0,0,0,0,1
VT0005359,VT,WINDSOR,112,Ground water,1,14,106.6666667,0,0,0,5,3,0,1,3,0,1,0,2,2,3,0,0
VT0005374,VT,WINDSOR,63,Ground water,2,0,30,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
VT0005375,VT,WINDSOR,275,Ground water,1,1,60.5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
VT0005378,VT,RUTLAND,137,Ground water,3,53,82.64705882,0,5,0,15,5,2,2,1,4,29,0,4,2,2,0,5
VT0005379,VT,FRANKLIN,65,Ground water,1,13,51.45454545,0,3,0,7,1,1,1,2,2,2,3,0,0,1,0,1
VT0005381,VT,CALEDONIA,50,Ground water,3,24,77.92592593,0,0,0,5,0,1,1,0,21,3,0,1,0,0,0,0
VT0005382,VT,RUTLAND,108,Ground water,1,38,67.57894737,0,1,0,14,0,23,0,3,2,5,2,2,0,1,0,1
VT0005384,VT,RUTLAND,189,Ground water,6,100,82.6952381,6.06,1,0,13,1,28,0,4,1,3,23,27,19,0,0,0
VT0005385,VT,LAMOILLE,121,Ground water,1,2,29,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1
VT0005397,VT,WASHINGTON,166,Ground water,0,3,91,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
VT0005399,VT,WINDSOR,139,Ground water,0,1,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VT0005403,VT,FRANKLIN,80,Ground water,3,6,29.75,0,1,0,8,2,1,1,0,2,2,1,0,0,0,0,0
VT0005404,VT,WINDSOR,240,Ground water,0,35,81.21875,0,3,0,5,1,1,1,0,1,0,2,23,3,1,0,2
VT0005417,VT,RUTLAND,98,Ground water,2,2,69,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0
VT0005419,VT,WINDSOR,108,Ground water,1,3,74.25,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0
VT0005424,VT,WINDSOR,80,Ground water,2,32,81.8125,0,2,0,4,1,0,5,2,21,0,2,1,0,0,0,2
VT0005426,VT,CHITTENDEN,56,Ground water,6,10,79,0,0,0,12,3,7,4,1,0,0,1,0,0,0,0,0
VT0005429,VT,RUTLAND,110,Ground water,3,0,29.66666667,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0
VT0005431,VT,LAMOILLE,350,Ground water purchased,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VT0005435,VT,WASHINGTON,79,Ground water,1,3,70.66666667,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
VT0005441,VT,CALEDONIA,176,Surface water,0,2,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
VT0005442,VT,WASHINGTON,50,Ground water,0,3,29.5,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1
VT0005450,VT,CHITTENDEN,50,Ground water,2,3,66.4,0,0,0,2,1,0,0,1,0,1,0,0,2,0,0,0
VT0005452,VT,WINDHAM,200,Ground water,0,11,89,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
VT0005462,VT,WINDSOR,240,Ground water,1,1,30,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
VT0005469,VT,BENNINGTON,950,Surface water purchased,0,3,89.66666667,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
VT0005471,VT,BENNINGTON,100,Surface water purchased,15,4,86.61111111,0.081142857,1,0,1,2,4,3,2,3,1,3,0,0,0,0,1
VT0005475,VT,WINDSOR,36,Ground water,3,46,84.28571429,0,0,0,5,0,0,1,24,0,0,0,2,21,1,0,0
VT0005476,VT,CHITTENDEN,190,Ground water,1,0,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
VT0005482,VT,RUTLAND,84,Ground water,2,24,136.5909091,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,2
VT0005490,VT,ORANGE,39,Ground water,2,48,80.93877551,0,1,0,7,0,0,22,1,0,0,0,3,23,0,0,1
VT0005493,VT,WASHINGTON,30,Ground water,1,21,86.31818182,0,0,0,1,0,0,0,0,0,0,0,21,0,1,0,0
VT0005499,VT,RUTLAND,200,Ground water,1,26,95.5,0,3,0,2,1,0,0,0,0,0,0,1,22,0,0,3
VT0005502,VT,ORANGE,63,Ground water,2,17,148.5263158,0,0,0,3,1,1,0,0,1,0,0,1,0,14,0,1
VT0005503,VT,CALEDONIA,1058,Ground water,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
VT0005515,VT,RUTLAND,107,Ground water purchased,1,1,29.5,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0
VT0005517,VT,BENNINGTON,60,Ground water purchased,0,5,75.25,0,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0
VT0005518,VT,ORANGE,87,Ground water,5,0,29.6,0,0,0,5,0,0,0,0,1,0,2,2,0,0,0,0
VT0005523,VT,LAMOILLE,120,Ground water,1,1,60,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
VT0005525,VT,WASHINGTON,66,Ground water,1,4,60,0,1,0,2,1,1,1,0,2,0,0,0,0,0,0,0
VT0005529,VT,WASHINGTON,378,Ground water,1,6,161.1666667,0,1,0,2,3,1,2,0,0,0,0,0,1,0,0,0
VT0005530,VT,ORLEANS,56,Ground water,2,38,72.33333333,0,0,1,11,0,3,3,23,1,3,1,0,0,6,0,0
VT0005532,VT,WINDHAM,96,Ground water,7,6,76.53846154,16.35,0,0,3,1,0,2,5,1,2,2,0,0,0,0,0
VT0005534,VT,RUTLAND,401,Ground water,1,49,87.12,0,0,0,2,2,0,24,0,0,24,0,0,0,0,0,0
VT0005535,VT,CHITTENDEN,50,Ground water,6,3,36.44444444,0,0,0,8,0,0,1,0,0,0,0,4,4,0,0,0
VT0005536,VT,WINDHAM,157,Ground water,1,4,53.2,0,0,0,3,0,0,2,0,2,1,0,0,0,0,0,0
VT0005537,VT,CALEDONIA,140,Ground water,1,1,60,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
VT0005538,VT,LAMOILLE,50,Ground water,0,1,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VT0005539,VT,RUTLAND,1300,Ground water,8,143,88.59333333,5.9,1,0,2,0,47,3,2,6,1,0,92,0,0,0,0
VT0005540,VT,RUTLAND,400,Ground water,0,2,29.5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
VT0005541,VT,WINDHAM,105,Ground water,4,0,30,0,2,0,2,0,0,0,2,1,0,0,0,0,1,0,0
VT0005542,VT,WINDHAM,302,Ground water,3,3,45,0,2,0,3,0,0,2,1,0,0,2,1,0,0,0,0
VT0005545,VT,WINDHAM,48,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
VT0005555,VT,CALEDONIA,40,Ground water,2,10,46,0,0,1,8,0,1,3,0,2,1,2,1,0,2,0,0
VT0005556,VT,FRANKLIN,120,Ground water,4,0,29.75,0,0,0,4,1,0,0,1,0,0,1,0,0,1,0,0
VT0005557,VT,CHITTENDEN,60,Surface water,1,1,59.5,0.062,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
VT0005563,VT,WINDHAM,116,Ground water,0,2,60.5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
VT0005565,VT,ORLEANS,6740,Ground water,0,28,89.22222222,0,1,0,0,1,1,0,0,0,0,0,1,22,2,0,1
VT0005570,VT,RUTLAND,40,Ground water,3,12,57.38461538,0,1,1,7,1,0,5,0,0,0,2,2,5,0,0,0
VT0005571,VT,RUTLAND,82,Ground water,6,9,68.27272727,5.8,5,0,4,3,1,2,2,0,1,1,0,0,4,0,1
VT0005573,VT,RUTLAND,70,Ground water,3,1,44.5,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0
VT0005575,VT,RUTLAND,94,Ground water,1,2,60.5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0
VT0005577,VT,WINDHAM,45,Ground water,1,23,92.15,0,3,0,4,2,2,4,0,12,0,0,0,1,0,0,3
VT0005578,VT,WINDHAM,333,Ground water,2,4,325.75,0,3,0,1,2,0,2,0,0,0,1,0,0,0,0,1
VT0005580,VT,WINDSOR,42,Ground water,1,6,30,0,3,0,4,1,1,0,1,0,0,0,0,1,0,0,3
VT0005581,VT,ORANGE,68,Ground water,0,28,90.03703704,0,1,0,0,0,0,24,0,0,1,0,0,2,0,0,1
